	0
ambiguous	5
ambitious	1
america	4
american	10
amethyst	1
amicably	1
amid	1
amidst	3
among	49
amongst	6
amount	6
ample	1
amplified	1
amply	1
amuse	2
amusement	5
amusing	2
an	482
analogical	17
analogically	1
analogies	22
analogous	5
analogue	1
analogy	79
analogy,"--meaning	1
analyses	1
analysis	18
analyze	1
analyzed	1
anatomical	3
anatomist	2
anatomy	4
ancestors	6
ancient	15
ancient,--compare	1
ancients	1
and	3664
and--more	1
andrew	2
anew	2
angekok	1
angels	3
angle	4
animal	54
animale	1
animals	7
animated	2
animating	1
animism	2
annals	1
annas	1
announce	1
announced	7
announcement	1
announces	3
announcing	2
annoys	1
annuity	2
anomalous	2
anonymously	1
another	96
another's	7
ansel	1
answer	23
answered	7
answering	2
answers	12
antagonism	1
antagonistic	3
antagonize	3
antagonizes	2
antecedent	4
antecedents	14
anthropocentric	1
anthropological	7
anthropology	4
anti-logical	2
anti-scientific	1
anticipate	2
anticipated	5
anticipates	1
anticipating	1
anticipation	2
anticipatory	2
antidote	3
antipathies	1
antipodal	1
antiquated	1
antoinette	1
anton	2
anvil	1
anxieties	1
anxiety	1
anxious	6
anxiously	2
any	161
anybody	2
anyone	5
anything	13
anywhere	2
anæsthesia	2
anæsthetic	4
anæsthetics	2
apart	10
apologetic	1
apparatus	11
apparent	14
apparently	24
apparitions	4
appeal	10
appealed	5
appealing	4
appeals	7
appear	16
appearance	31
appearances	9
appeared	14
appearing	5
appears	23
apperceiving	1
apperception	3
appetite	1
apples	1
applicability	2
applicable	10
application	25
applications	5
applied	25
applies	5
apply	7
applying	3
appoint	1
appointed	4
appraise	1
appreciably	1
appreciate	18
appreciated	3
appreciates	1
appreciating	1
appreciation	17
apprehension	1
apprentice	1
approach	6
approached	3
approaches	2
approaching	3
appropriate	13
appropriately	1
appropriateness	4
approval	2
approximate	2
approximated	2
approximately	1
approximates	2
april	3
apropos	1
apt	27
aptitude	1
aptly	3
arabs	4
arbitrarily	2
arbitrary	10
arcanum	1
archive	13
archive/canadian	2
archives	1
arctic	2
ardent	4
ardently	1
ardor	1
are	592
area	3
areas	2
arena	1
argue	2
argued	3
argues	2
argument	28
argumentation	1
arguments	6
arise	9
arises	1
arising	2
aristotle	2
arithmetic	1
arithmetician	1
arm	18
arme	2
arms	6
army	3
arose	4
around	9
arouse	3
aroused	7
arouses	1
arousing	3
arrange	1
arranged	13
arrangement	7
arrangements	3
array	4
arrested	1
arrived	2
arrives	2
arriving	2
arrow	7
arrow-heads	1
arrows	4
arsenic	2
art	11
article	7
articles	1
articulating	1
articulation	1
artificial	11
artificialized	1
artificially	4
artist	2
arts	2
as	1022
as-is	1
ascend	2
ascent	1
ascertain	2
ascertainable	1
ascertained	1
ascetic	1
ascii	2
ascribe	1
ascribed	5
ashamed	2
ashes	5
ashore	1
aside	2
ask	4
asked	22
asking	5
asks	2
asleep	2
aspect	28
aspects	15
aspen	1
aspiration	1
aspirations	2
ass	1
assemblage	1
assemble	1
assembled	2
assembles	1
assembly	1
assent	6
assented	1
assert	1
asserting	1
assertion	6
assertions	2
assign	1
assigned	3
assignment	2
assimilate	1
assimilating	2
assimilation	7
assist	1
assistance	1
assistant	5
assisted	3
assists	1
associate	1
associated	20
associates	4
association	10
associations	12
associative	1
assortment	1
assume	7
assumed	11
assumes	3
assuming	3
assumption	8
assumptions	1
assurance	5
assurances	2
assure	1
assured	7
assuredly	1
astonished	2
astonishment	1
astounding	2
astral	5
astray	2
astrologer	7
astrologers	1
astrological	2
astrologists	1
astrology	20
astronomer	6
astronomer's	1
astronomers	2
astronomical	1
astronomy	5
at	396
atavistic	1
athletic	1
atmosphere	9
atmospheric	1
atoms	2
attached	6
attaches	1
attaching	3
attachment	2
attack	4
attacked	1
attacks	3
attainable	2
attained	1
attaining	1
attainments	1
attempt	13
attempted	7
attempting	1
attempts	6
attend	4
attendance	3
attendants	1
attended	4
attending	1
attention	127
attentively	1
attests	1
attitude	54
attitudes	1
attract	7
attracted	6
attracting	1
attraction	3
attractive	5
attractively	1
attracts	1
attribute	1
attributed	4
attributes	2
attributing	1
au	1
audacity	1
audible	2
audibly	1
audience	15
audiences	1
auditorium	1
auditory	3
auf	1
august	1
aunt	2
auseinander	1
auspices	2
australian	3
austria	1
autentreith	1
authentic	1
authentically	1
authenticated	1
authenticity	1
author	6
authoritative	7
authoritatively	1
authorities	2
authority	12
authority,--all	1
authorized	1
authors	2
autobiography	1
autographic	1
automatic	11
automatically	2
automatism	1
automatisms	1
automatograms	1
automatograph	17
automaton	1
availability	1
available	7
avenger	1
avenue	2
avenues	1
average	19
aversion	4
avoid	3
avoidance	1
avoiding	1
avoids	1
avon	1
awaiting	2
awaits	1
awake	2
awakening	2
awarded	1
aware	7
away	32
away--you	1
awe	1
awful	2
awkwardness	1
awoke	3
axiom	1
axis	1
azam	2
b	25
b_.--how	1
b_.--the	2
babe	1
babel	1
baboon's	1
baby	3
baby-girl's	1
baby-logic	1
babyhood	1
back	29
background	17
backs	1
backward	5
backwards	3
bad	10
baffled	4
baffling	1
bag	1
bailly	1
bait,--until	1
bake	1
baker	3
balance	2
balanced	1
ball	2
balls	4
baltimore	1
ban	1
banana	1
band	4
bandage	2
bands	5
banish	1
bank	2
baquet	17
barbarian	1
barbaric	3
bare	2
barefaced	1
barefacedness	1
barely	1
barkis	1
baron	4
barren	1
basal	4
base	3
based	11
baseless	2
baser	2
bases	1
basin	1
basis	19
basis,--in	1
basket	1
bass	1
basuto	1
bat	1
battery	1
battle	2
bavaria	1
be	774
beacon-light	1
beans	1
bear	10
beard	2
bearing	8
bearings	7
bears	8
beast	1
beasts	1
beat	2
beaten	2
beating	2
beauties	1
beautiful	4
beautifully	1
became	30
because	59
become	49
becomes	60
becoming	2
bed	4
bed-furniture	1
beds	2
bee	3
been	195
bees	2
beetle	2
before	77
beforehand	4
began	11
begat	1
beggars'-lice	1
begin	8
beginning	9
beginnings	2
begins	4
begun	3
behalf	2
behavior	3
beheld	2
behind	17
being	48
beings	2
belated	1
belief	84
belief-attitude	1
belief-tendencies	1
beliefs	38
believe	31
believed	21
believer	5
believers	10
believes	2
believing	6
believing,--a	1
belittling	1
belle	2
belong	8
belonged	1
belonging	1
belongings	1
belongs	3
below	5
bends	1
beneath	4
benefactor	1
beneficent	2
benefit	1
benefits	4
benevolence	1
bennett	1
bent	7
beobachten	1
bequest	1
berlin	1
berna	1
bernheim	4
bernheim's	1
berthellot	1
bertrand	3
bertrand's	1
besant	3
beside	1
besides	1
best	21
bestowed	1
betoken	1
betray	1
betrayal	1
betrayed	2
betraying	1
better	11
between	99
between,--i	1
bewildered	2
bewilderment	1
bewitch	1
bewitched	1
bewitching	1
beyond	21
bias	8
biased	1
bicycle	1
bid	1
bill	1
binary	1
bind	1
bindings	1
binds	1
binet	1
binet's	1
biographer's	1
biological	2
biologist	1
biologists	2
biology	3
birch	1
birds	1
birth	5
birth,--their	1
birth-strangled	1
birthdays	1
bishop	1
bit	3
bitterness	1
bizarre	2
black	27
blackened	1
blacks	1
blamelessness	1
blank	4
blanket	1
blaspheming	1
blavatsky	13
blavatsky's	2
blemish	1
blind	76
blind-deaf	1
blind-spots	1
blind-worm's	1
blinden	1
blinder	1
blindfolded	1
blindgeborene	1
blindgewordene	1
blindheit	1
blinding	7
blindly	1
blindness	25
block	1
blocks	10
blocks--there	1
blood	8
bloodshed	1
bloodthirsty	1
blossom	1
blossoming	1
blossoms	1
blotches	1
blow	2
blowing	1
blue	6
blurred	1
blush	1
blätter	1
boa-constrictor	1
board	1
boasts	2
boat	1
boat-race	2
boats	1
bodies	8
bodily	4
body	54
boffi	1
bogles	1
boil	4
boiling	1
bold	2
bold-faced	1
bolder	1
boldness	1
bombastic	1
bon	2
bonbons	2
bond	4
bonds	1
bones	5
book	21
book-cover	2
books	7
borderland	4
borie	1
born	11
borne	7
borneo	2
borrow	2
borrowed	1
borrows	1
bory	1
bosom	1
boston	3
botanist	2
both	52
bottle	5
bottles	3
bottom	4
bottoms	2
bought	1
bound	6
boundary	3
bounds	1
bourne	1
bourru	1
bow	1
bowels	1
bowl	2
box	9
boxes	1
boy	9
boys	2
braced	1
brachio	1
bracing	1
bracken	1
braid	27
braid's	13
braille	1
brain	21
brain-building	1
brain-centre	1
brain-centres	1
brain-functioning	1
brain-functioning,--although	1
brain-tissue	1
brains	4
brakes	1
branch	5
branches	2
brand	2
branded	1
brass	2
brave	3
bravely	1
brawling	1
breach	2
breaches	1
bread	2
break	4
breakfast-table	1
breaks	2
breast	2
breath	1
breathed	1
breathes	1
breathing	2
breed	1
brethren	1
brevity	1
bride	1
bridge	2
bridges	1
bridging	1
bridgman	7
bridgman's	1
brief	19
briefest	1
briefly	3
bright	4
brighten	1
brighter	2
brilliancy	3
brilliant	2
bring	21
bringing	6
brings	10
briskly	1
britain	1
british	3
broad	1
broadcast	1
broader	1
broadly	1
broadspread	1
broke	1
broken	5
broods	2
brooks	1
broom-maker	1
broom-making	1
brooms	1
brother	3
brothers	3
brought	40
brusquely	2
brute	1
bryan	2
bubble	1
buchanan	1
buckley	2
buddhism	1
budget	1
buffaloes	1
build	1
builder	1
builders	1
building	4
built	5
bulbs	1
bull	1
bull's	1
bullet	1
bulls	1
bunion	2
burden	4
burdensome	2
burdin	1
bureau	1
burial	1
buried	3
buries	1
burn	4
burned	2
burning	4
burns	1
burot	1
burrs	1
bursts	1
burying	1
bush	1
busily	1
business	5
business,--but	1
business--the	1
bustle	1
busy	1
but	462
butter	1
butterflies	1
buy	1
buys	1
buzancy	1
by	798
by-paths	2
by-ways	1
bygone	1
bystander	2
bystanders	1
c	10
c-a-t	1
cabalistic	1
cabbage	1
cabin	1
cabinet	5
cactus-thorns	1
cage	1
cagliostro's	1
cairo	1
calamity	1
calculate	4
calculated	4
calculates	1
calculation	1
calculous	1
calipers	1
call	13
called	21
calling	9
callosum	1
calls	3
calm	4
cambridge	3
came	21
camel	4
camera	3
camp	1
campaign	1
camps	1
can	114
canada	1
candid	1
candidate	1
candlestick	1
canine	1
cannibalism	1
cannon	2
cannot	42
cant	1
canvas	1
cap	3
capabilities	4
capable	14
capacities	1
capacity	6
capital	1
caprice	3
capricious	3
capricornus	1
captain	3
captivates	1
captivating	1
car	1
card	9
cardboard	4
cards	6
care	5
career	20
careers	1
careful	12
carefully	14
carelessly	2
cares	1
caribs	1
caricature	2
caricatures	1
carlyle	1
carnot	1
carpenter	2
carriage-wheels	1
carried	7
carries	9
carry	13
carrying	4
carved	1
carvill	2
case	52
cases	55
casper	1
cast	5
castaway	1
caster	1
castle	1
casual	2
cat	2
catalepsy	4
cataleptic	1
cataleptics	1
cataract	1
category	2
catholic	1
catlin's	1
cats	2
caught	2
cauldron	3
causal	2
causality	3
causation	2
cause	19
cause-and-effect-like	2
caused	2
causes	9
causes,--trained	1
causing	4
caution	5
cautioned	1
cautions	1
cautious	1
cautiously	1
cavil	1
cawnpore	1
ce	1
cease	1
ceased	2
ceiling	3
celebes	1
celebrated	1
celestial	4
cell	1
cellar	2
census	5
cent	3
centenarianism	1
centenarians	1
central	6
centre	18
centre--to	1
centred	3
centres	9
cents	1
centuries	4
century	10
cerebral	1
cerebro-spinal	1
ceremonials	4
ceremonies	2
ceremony	1
certain	69
certainly	26
certified	1
cesset	3
chain	1
chair	7
chairman	1
chairs	1
chaldea	1
chalk	1
challenge	2
chamber	3
chambers	1
champions	1
chance	20
chanced	2
chances	5
change	31
changed	10
changes	13
changing	3
channel	2
channels	8
chanting	1
chaos	1
chaotic	2
chapter	6
character	47
characteristic	26
characteristically	3
characteristics	13
characterization	1
characterize	3
characterized	6
characterizes	3
characters	2
charcoal	2
charcot	9
charcot's	1
charge	8
charge--which	1
charged	2
charges	1
chariot	1
charitable	1
charities	1
charity	1
charlatan	2
charlatanism	3
charlatans	3
charles	6
charm	7
charmed	1
charms	3
chart	2
charts	1
chase	1
chastenet	2
chats	2
chaudron	1
chaw-bacons	1
cheap	1
cheats	1
check	5
checkered	2
checks	1
cheek	1
chemical	2
chemist	5
chemistry	8
chemists	2
cherish	2
cherished	1
cherishes	1
cherishing	1
cherokee	1
chest	15
chest-and-ring	1
chesterfield	1
chests	3
chewing	2
chiasma	1
chicago	2
chick	1
chief	11
chief's	1
chiefly	1
child	20
child's	4
childhood	12
childish	3
children	23
children's	2
chiliads	1
chills	1
chin	1
china	1
chinese	4
chirp	1
chivalry	1
choice	3
choke	1
choose	2
choosing	2
chorus	1
chose	2
chosen	5
christ	2
christian	25
christianity	2
chronic	2
chronicler	1
church	3
church-going	1
chymical	1
ci	1
cipher	1
circle	13
circle--the	1
circles	3
circuit	1
circuitous	2
circulated	3
circulation	4
circulatory	1
circumstance	4
circumstances	26
circumstances--that	1
circumstantially	1
citation	2
cite	5
cited	8
cites	4
cities	1
citing	2
citizen	1
city	4
civic	2
civilization	14
civilizations	5
civilized	5
clad	1
claim	11
claimants	3
claimed	8
claiming	4
claims	10
clair	2
clairvoyance	18
clairvoyant	7
clamoring	1
clapping	1
clarified	1
clash	1
clasped	1
class	28
classes	5
classic	2
classification	2
classify	1
clat	2
clay	3
clean	2
clear	24
clear-cut	1
cleared	1
clearer	6
clearly	30
clearness	2
clerk	5
clerks	5
clever	3
clientèle	2
climax	1
climb	1
clime	1
cling	1
clinging	1
clinic	1
clinics	1
cloaked	1
clock	1
clocquet	3
clodd	16
clodd's	2
close	23
closed	10
closely	13
closeness	1
closer	1
closes	1
closest	1
closing	2
cloth	1
clothe	1
clothed	2
clothing	1
cloud	1
clover	1
clown	1
clubs	1
clue	5
clues	1
cluster	2
clusters	1
co	2
coal	1
coarse	2
coarser	1
coast	1
coat	1
coating	1
cock	1
cock's	1
code	3
codes	1
coextensive	1
coffin	1
cogency	2
cogent	1
cognate	1
cognition	1
cognitive	1
cognizant	2
coin	5
coincide	1
coincidence	6
coincidences	40
coincidences--both	1
coincident	1
coincidently	1
coins	1
cold	8
coldest	1
cole	1
coleman	1
colics	1
colleagues	2
collect	4
collected	10
collecting	2
collection	14
collections	1
collectively	1
collector	2
college	2
colleges	1
collusion	3
colonel	3
colony	1
color	24
color-blind	1
color-blindness	2
color-vision	1
colored	4
colors	12
columns	1
combated	1
combination	7
combinations	1
combine	3
combined	11
combining	1
come	41
comedy	1
comes	19
comets	1
comfortable	2
coming	6
command	10
commander	2
commanding	1
commands	1
commenced	1
commendable	1
comment	7
commented	1
commenting	1
comments	3
commerce	1
commercial	3
commission	28
commission's	1
commissioners	2
commissions	1
committed	4
committee	1
committees	1
commodious	1
common	45
common,--in	1
commonly	12
commonness	1
commonplace	8
commonplaces	1
communicate	1
communicated	5
communicates	1
communicating	1
communication	15
communications	3
communion	4
community	11
compact	1
companies	2
companions	3
company	8
comparable	4
comparative	3
comparatively	5
compare	1
compared	4
comparing	1
comparison	5
comparisons	1
compass	1
compasses	1
compelled	1
compelling	2
compendiums	1
compete	1
competent	5
compilation	2
compilations	1
complaining	1
complaint	2
complaints	6
complete	21
completed	6
completely	13
completeness	2
completion	1
complex	38
complexity	6
compliance	7
complicated	4
comply	6
complying	3
component	3
components	1
compose	1
composed	4
composite	3
composition	7
compositions	1
compositor	1
composure	1
compounded	1
comprehend	1
comprehended	1
comprehensible	1
comprehension	14
comprehensive	7
compressed	1
computer	2
computers	2
comte	1
con	1
concave	4
conceal	3
concealed	5
concealment	1
conceals	1
conceded	3
conceit	1
conceivably	1
conceive	1
conceived	2
concentrate	3
concentrated	3
concentration	2
concentrative	1
concept	3
conception	16
conceptions	24
concepts	1
conceptual	1
concern	2
concerned	13
concerning	9
concert	1
conclude	4
concluded	4
concludes	4
concluding	2
conclusion	20
conclusions	11
conclusive	3
conclusively	3
concocted	1
concomitance	1
concomitant	1
concord	1
concordance	3
concordant	1
concords	1
concrete	7
concretely	1
condemned	1
condition	65
conditions	56
conditions--conscious	1
conducive	1
conduct	7
conducted	3
conductor	1
conductors	1
conducts	1
cone-flower	1
confederates	1
confer	1
conferred	1
confess	1
confessed	4
confessers	1
confession	4
confessions	1
confidence	17
confident	5
confidential	1
confidentially	1
confidently	2
confine	3
confined	4
confines	1
confining	2
confirmation	2
confirmed	2
conflagration	3
conflict	6
conform	3
conformations	2
conformity	2
confronted	2
confronting	1
confronts	1
confuse	1
confused	1
confusing	1
confusion	6
confusions	1
congenial	2
congenitally	1
congestion	1
congestive	1
conglomerate	1
congregations	1
congress	2
conjunction	3
conjunctions	2
conjurer	18
conjurer's	3
conjurer-like	1
conjurers	5
conjuring	30
connect	2
connected	8
connection	37
connections	2
connects	1
connivance	2
connotation	1
connotations	1
conquering	1
conquest	1
conscience	1
conscientious	2
conscious	17
consciously	3
consciousness	24
conscription	1
consecrated	1
consensus	1
consequence	2
consequences	3
consequent	3
consequential	1
conservatism	1
conserving	1
consider	36
considerable	26
considerably	5
consideration	21
considerations	12
considered	26
considering	11
considers	1
consist	1
consisted	3
consistency	1
consistent	12
consistently	2
consisting	2
consists	8
consorted	1
conspicuous	13
conspicuously	4
conspicuousness	1
constance	2
constant	5
constantinus	1
constantly	18
constellations	1
consternation	1
constituency	1
constitute	10
constitutes	5
constituting	1
constitution	5
constrained	1
construct	2
constructed	3
construction	1
consulted	1
consulting	2
consuming	1
consummations	1
consumption	1
contact	10
contagion	22
contagion--the	1
contagious	1
contain	11
contained	2
containing	8
contains	5
contemplation	2
contemplative	1
contemporaneous	1
contemporary	3
content	16
contention	1
contents	4
contest	1
context	1
contingently	1
continually	2
continue	11
continued	7
continues	8
continuing	1
continuity	3
continuous	3
continuously	4
contortions	2
contours	3
contract	1
contracted	1
contractions	1
contradict	2
contradictory	3
contraries	2
contrary	7
contrast	16
contrasted	1
contrasts	3
contribute	11
contributed	7
contributes	2
contributing	3
contribution	7
contributions	17
contributors	2
contributory	1
control	14
controllable	1
controlled	3
controls	1
controversies	1
controversy	1
conundrum-like	1
conundrums	1
conveniences	1
convenient	5
conventional	1
conversant	1
conversation	8
conversations	1
converses	1
conversion	1
convert	6
converted	6
converting	1
converts	7
convex	2
convey	2
conveyed	1
convict	1
convicted	2
conviction	20
conviction,--then	1
convictions--all	1
convince	3
convinced	13
convincing	2
convolutions	1
convulsion	1
convulsions	2
convulsive	1
conway	2
conway's	1
cool	1
cooling	1
copied	2
copies	9
copious	1
copper	1
copy	13
copying	4
copyright	20
corded	1
cordial	2
cork	5
corner	5
cornishman	1
corolla	1
corollary	1
coronation	1
corporation	1
corporeal	1
corps	1
corpus	1
correct	14
correction	1
correctly	6
correctness	6
correlated	1
correlation	1
correlations	1
correspondence	12
correspondences	2
correspondent's	1
correspondents	1
corresponding	7
correspondingly	4
corresponds	2
corroborated	1
corroboration	2
corroborations	2
corroborative	5
corrupt	1
cortex	1
cortical	1
cosmic	4
cosmology	1
cosmopolitan	2
cost	7
costly	1
costs	2
costumes	1
coterie	1
cough	1
could	92
coulomb	2
counsels	1
count	8
countenance	2
countenanced	1
counteracting	1
counterfeiting	1
counterfeits	1
counterpart	4
counterparts	1
counting	21
countless	5
countries	3
country	8
counts	4
coupled	2
courage	4
courageous	2
course	23
course,--much	1
court	3
courtesy	2
cousins	1
cover	2
covered	6
covering	3
covers	1
cow	1
cox	1
coöperate	2
coöperates	1
coöperation	5
coöperative	1
coördination	1
crab	1
crabs	1
craft	2
craftily	1
cranial	1
cranium	2
crank	2
crash	1
craving	4
crawling	1
crawls	1
create	8
created	4
creates	1
creating	6
creation	1
creative	1
creature	1
creatures	1
credence	2
credentials	3
credit	8
creditable	1
creditably	2
credited	2
credulity	5
credulous	6
credulously	1
creed	2
creeps	1
crest	1
crew	2
cricket	1
crickets	1
cries	2
crime	3
criminal	2
crimson	1
cripple	1
cripples	2
crises	8
crisis	6
critical	30
criticise	1
criticism	4
criticisms	2
critics	2
crocodile	1
crofters	1
crooked	3
crop	1
cropping	1
crops	1
cross	6
cross-magnetism	1
cross-roads	1
cross-section	3
crossed	5
crosses	1
crossing	1
crow	2
crowd	3
crowds	1
crown	2
croyez	1
crucible	1
crude	4
cruder	1
cruel	2
cruelty	1
crust	2
cry	1
crystal	4
crystal-plate	1
cull	1
cult	6
cultivate	4
cultivated	5
cultivating	2
cultivation	8
cults	3
cultural	1
culture	13
cultured	2
cultures	1
cunning	1
cunningly	1
cup	1
cups	2
curative	7
curb	1
cure	19
cured	5
curer	1
cures	19
curing	3
curiosities	2
curiosity	3
curious	16
curiously	2
curls	1
currency	1
current	20
currents	2
curses	1
cursory	1
curtailed	1
curtain	1
curves	2
custom	8
customs	11
cut	12
cuts	3
cutting	2
cycle	2
cycling	1
cypress	2
d	3
d'harmonie	1
d'harmonie"--was	1
d'or	2
d.c	1
dahomey	1
daily	15
dairy	1
dalton	1
damage	2
damaged	1
damages	4
dance	1
dances	1
dancing	2
danger	5
dangerous	5
dangers	9
danish	1
dappled	1
darcet	1
dark	12
darkness	1
darling	1
darlingism	2
darted	1
darwin	3
dashed	1
data	28
date	4
dates	2
daughter	2
daughters	1
davenport	1
davey	16
davey's	5
david	1
day	37
day's	4
day-dreaming	1
daylight	1
days	19
dazed	1
dazzled	2
de	16
dead	8
deaf	9
deaf-mute	2
deafness	4
deal	9
dealing	4
dealings	1
dear	8
dearest	1
dearly	1
death	23
death-feigning	1
death-warning	1
deaths	1
debatable	2
debilitas_,"--the	1
debilitated	1
debit	1
decades	7
decalogue,--and	1
decay	6
decays	1
deceased	2
deceive	9
deceived	9
deceiver	1
deceiver's	1
december	2
deception	53
deception,--these	1
deceptions	13
deceptive	2
dechambre	1
decide	3
decided	6
decidedly	3
decides	2
decisive	1
decked	2
declaration	1
declare	3
declared	12
declares	2
declaring	1
declination	1
decline	3
declines	2
decoction	3
decrease	1
decree	1
dedicatory	1
deductible	1
deduction	1
dee	1
deeds	1
deep	8
deep-seated	4
deepens	1
deeper	4
deepest	1
deeply	12
deer	2
deerfoot	1
deface	1
defeated	1
defeating	1
defect	6
defective	23
defectives--although	1
defects	4
defendant	1
defended	1
defense	2
defensive	1
deference	1
defiance	1
deficiencies	1
deficient	1
deficiently	1
define	1
defined	2
definite	28
definitely	6
definiteness	5
definition	2
deftly	1
defy	1
degenerate	1
degenerates	2
degrading	1
degree	13
degrees	5
deities	1
deity	1
delay	3
delayable	1
delaying	1
deletions	1
deleuze	3
deleuze's	2
deliberate	1
deliberately	1
deliberation	1
delicacy	2
delicate	2
delineation	1
delirium	1
deliver'd	1
delivered	3
delivers	1
delphic	3
deluged	1
delusion	4
delusions	7
delusive	2
demagnetizing	1
demand	9
demanded	2
demands	2
demarquay	1
dematerialize	1
democracy	1
democratic	1
demon	3
demon-possession	1
demonology	1
demons	1
demonstrability	1
demonstrable	3
demonstrate	4
demonstrated	15
demonstrating	2
demonstration	19
demonstrations	5
demur	1
den	1
denial	1
denied	3
denotes	5
denoting	1
denounced	2
denunciation	1
deny	3
departed	7
department	1
departments	6
departure	2
depend	15
depended	4
dependence	8
dependent	11
dependents	1
depending	5
depends	18
deplorable	1
deposed	1
deposit	2
depressed	1
deprivation	2
deprive	2
deprived	6
deprives	1
depth	1
der	1
deranged	1
derangement	3
derivative	3
derive	4
derived	11
derm	1
des	3
descendants	1
descending	1
descent	1
describe	13
described	30
describes	10
describing	7
description	11
descriptions	4
descriptive	2
desert	1
deserted	1
desertion	1
deserved	1
deservedly	1
design	4
designate	1
designated	1
designation	2
designed	3
designedly	1
desirable	8
desirable--to	1
desire	14
desired	16
desires	2
desirous	1
desk	1
