			0
permanent			2
permission			13
permitted			6
pernicious			1
peroration			1
perpendicular			3
perpetually			1
perpetuate			1
perpetuating			1
perpetuation			1
perplexed			3
perplexedly			1
perplexity			3
perplexity--as			1
perquisitions			1
perseverance			2
persevering			1
perseveringly			1
persisted			4
persistent			2
person			31
personage			2
personages			1
personal			12
personality			1
persons			8
perspective			1
perspective-glass			1
perspiration			1
persuade			3
persuaded			1
persuasion			2
perturbation			1
pervaded			2
perverted			3
pestilence			1
pestilent			1
pet			2
petition			6
petitioner			1
petitions			4
petrified			2
petrify			1
petulantly			1
pg			1
pglaf			1
phantom			1
phenomenon			2
philosopher			2
philosophers			1
philosophy			4
phrase			5
phrases			1
physical			4
physically			1
physician			10
pick			8
picked			4
picking			6
pickle			2
picnic			1
picture			9
pictured			4
pictures			2
picturesque			3
piece			9
pieces			18
pieces--die--come			1
pieman			1
pier-glass			1
pierced			1
piercing			3
pies			1
piety			1
pig			1
pig-like			1
pigmy			1
pigs			1
pike			4
pikes			4
pile			5
pilferer			1
pilgrimages			1
pill			1
pillaged			1
pillar			1
pillars			2
pillory			2
pillow			7
pillows			4
pilotage			1
pin			1
pincers			1
pinch			3
pinched			1
pined			1
pinioned			1
pint			2
pipe			14
pipe-smoking			1
pipes			4
piscatory			1
pistol			2
pistols			2
pitch			1
pith			1
pitiable			2
pitied			2
pitt			1
pitted			2
pity			22
pity--that			1
pity--yes			1
pitying			2
place			108
place--then			1
placed			5
places			14
placid			1
placidity			1
placing			2
plain			16
plain--can			1
plainer			1
plainly			1
plains			1
plaintiff			1
plaintive			1
plaiting			1
plan			2
plane-tree			14
plane-tree--and			1
planned			1
plans			1
plant			1
plastered			1
plate			3
plated			1
platform			1
play			17
played			5
players			2
playfully			1
playfulness			1
playing			4
plaything			1
plea			3
pleaded			4
pleading			1
pleasant			16
pleasantly			3
please			17
pleased			6
pleasure			12
pleasures			2
pledge			2
pledged			1
plentiful			1
plenty			3
plied			1
plight			1
plodding			2
plot			3
plots			4
plotting			3
plough			3
ploughed			3
ploughs			1
pluck			2
plump			3
plunder			3
plunder-wrecked			1
plundered			1
plunderers			1
plundering			1
plunge			1
plunged			2
plunges			1
plunging			1
pocket			7
pocket-book			2
pocket-handkerchief			1
pockets			11
poet			2
poetical			1
poets			1
point			26
pointed			12
pointedly			1
pointing			15
points			6
poison			1
poisoned			1
poisoning			2
poisons			1
poles			1
police			4
polish			1
polished			2
polite			6
politely			1
politeness			2
politenesses			1
politic			1
political			1
politics			1
polluted			2
poltroon			1
pondering			4
poniarded			1
pont-neuf			1
pooh			2
pools			1
poor			87
poorer			2
populace			10
popular			7
popularity			2
popularly			2
population			1
pore			2
poring			1
porkman			1
porringer			1
port			3
portend			1
portended			2
portentously			1
porter			4
porterage			1
porters			2
portion			3
portions			1
portly			1
portrait			4
portraits			1
position			7
positions			2
positively			3
possess			3
possessed			4
possesses			1
possessing			2
possession			5
possessions			2
possessor			1
possibility			5
possible			23
possible--that			1
possible--you			1
possibly			8
post			8
post-horses			5
posted			8
postilion			1
postilions			9
posting-house			7
posting-houses			1
posting-yard			1
postmaster			7
postponed			1
posture			1
pot			1
pot-lid			1
potato			1
potent			2
potentate			1
poultry			1
pound			1
pounding			1
poured			12
pouring			7
poverty			7
poverty-stricken			1
powder			3
powdered			2
powdering			1
power			26
powerful			5
powerfully			2
powerless			1
powers			4
practicable			1
practical			3
practically			1
practice			3
practice--"which			1
practices			1
practise			1
practised			4
prattling			1
pray			21
prayed			4
prayer			6
prayers			8
praying			9
preach			1
precaution			7
precautions			2
preceded			2
preceding			2
precept			1
precious			14
precipitate			1
precipitated			1
precipitating			1
precipitation			1
precise			1
precisely			3
precision			1
precocious			1
predicated			1
prediction			1
predominate			1
predominating			1
preface			1
prefer			4
prefer--work			1
preferred			1
prejudged			1
preliminaries			1
prematurely			2
preoccupied			2
preparation			10
preparations			3
prepare			9
prepared			6
preparing			2
preparings			1
prescribed			1
presence			13
presence--nobles			1
present			41
presented			19
presentiment			1
presenting			3
presently			13
preservation			2
preserve			3
preserved			4
preserves			1
presided			3
president			19
presiding			2
press			7
pressed			11
presses			1
pressing			9
pressure			2
presume			1
presumed			1
presumption			1
pretence			3
pretend			2
pretended			1
pretending			2
pretty			33
prevail			1
prevailing			2
prevalent			4
prevaricate			1
prevent			8
prevented			5
prevention--it			1
previous			6
previously			5
prewaricate			1
prey			3
price			6
pricked			2
pride			16
priestly			1
prime			1
prince			1
princes			1
principal			3
principally			2
principle			1
print			1
printed			2
prised			1
prison			70
prison--seemed			1
prison-sheep			1
prison-wall			1
prison-walls			1
prison-window			1
prison?--come			1
prisoner			115
prisoner's			23
prisoners			30
prisoners--dates			1
prisons			15
private			11
privately			2
privilege			4
privileged			1
privileges			2
privy			1
prize			2
probable			8
probably			15
problem			2
procedure			1
proceed			1
proceeded			7
proceeding			1
proceedings			6
process			4
processing			1
procession			9
processions			1
procured			2
prodigious			1
produce			5
produced			12
production			2
professed			3
professing			1
profession			6
professional			2
professionally			1
professions			1
professor			2
professors			1
profit			3
profitable			1
profits			1
profligates			2
profound			5
profounder			1
profoundly			2
progress			4
prohibition			1
project			84
projected			1
projectile			1
projecting			1
projectors			1
projects			1
prolonged			4
promenading			1
prominent			1
prominently			2
promise			18
promised			1
promises			3
promising			1
promoting			2
promotion			3
promptly			1
pronoun			1
pronounced			2
pronunciation			1
proof			5
proofread			1
proofs			1
propensities			1
proper			4
properties			1
property			17
property--somebody			1
prophetic			3
propitiate			1
propitiate--when			1
proposal			4
propose			3
proposed			7
proposition			1
proprietary			1
proscribed			2
proscription			1
prosecution			2
prosecutor			5
prospect			2
prospect--life			1
prospects			1
prosper			4
prospered			3
prospering			1
prosperity			2
prosperous			8
pross			149
pross's			12
pross--to			1
prostrated			1
protect			3
protected			2
protection			4
protector			1
protest			6
protestations			1
protested			4
protesting			1
protracted			1
protégés			1
proud			10
prove			3
proved			3
provender			1
provide			9
provided			6
providence			2
provident			1
providing			6
province			1
provinces			2
provincial			2
provision			1
provisions			1
proviso			1
provocation			1
prowl			1
proxy			1
public			41
public-house			1
public-houses			1
publicly			3
puddles			1
puff			1
pull			8
pulled			9
pulley			1
pulleys			1
pulpit--"and			1
pulsation			2
pulse			2
pulses			1
pumped			1
pumps			1
punch			13
punishment			2
punitive			1
pupil			1
pupils			1
purchase			3
purchased			2
purchases			2
pure			4
purely			1
purified			1
purity			1
purloiner			1
purple			1
purported			1
purpose			25
purpose--and			1
purposeless			4
purposely			1
purposes			1
purse			1
purses			1
pursuance			1
pursue			1
pursued			24
pursuer			2
pursuing			4
pursuit			5
pursuits			1
purveyors			1
pushed			4
pushing			3
put			111
putting			14
puzzling			1
quaint			1
quainter			1
qualified			1
qualities			1
quality			5
qualms			1
quantities			1
quantity			8
quarrel			2
quarter			15
quarter--a			1
quartered			1
quartering			2
quarters			4
quash			1
quavering			1
quay			1
queen			11
queer			1
quench			1
quest			3
question			51
questionable			3
questioned			3
questioner			4
questions			10
quick			22
quickened			3
quickening			1
quicker			1
quickest			2
quickly			15
quickness			3
quiet			40
quieted			1
quieter			1
quieting			1
quietly			11
quit			1
quite			64
quitted			2
quivered			3
quoth			1
rabbit			2
rabble			1
race			15
rack			1
racks			1
radiance			2
radiant			3
rag			3
rage			3
ragged			7
raggedest			1
raggedly			2
raging			11
rags			9
railing			2
railings			1
rain			15
rain-drops			2
rains			3
rainy			1
raise			8
raised			30
raising			12
raked			1
rally			1
ran			28
random			1
ranelagh			1
rang			15
range			3
ranged			1
ranging			1
rank			5
ranks			1
rapacious			1
rapid			7
rapidly			7
rapped			2
rapping			1
rapturous			1
rapturously			1
rare			2
rarely			3
rarity			2
rarity--and			1
rarity--monsieur			1
rascal			2
rascal-people			1
rashness			1
rate			5
rather			43
rational			1
rats			4
rattle			8
rattled			4
rattling			1
ravaged			1
raving			2
raw			1
ray			5
rays			2
rayther			1
razor			2
re-echoed			1
re-use			1
reaccused			1
reach			4
reached			2
reaching			2
read			36
read--first			1
readable			2
reader			1
readily			6
readiness			3
reading			11
reading-chair			1
ready			32
ready--hewed			1
real			20
realisation			3
realise			1
realised			1
reality			4
really			31
reaping			1
reappear			1
reappeared			1
rear			2
reared			2
rearing			1
reason			26
reason--a			1
reason--and			1
reason--that			1
reasonable			3
reasoned			2
reasons			15
reassurance			2
reassurances			1
reassuring			2
rebuilding			1
rebuke			1
recall			11
recalled			16
recalled--say			1
recalling			4
recalls			2
receipt			4
receive			7
received			28
receiving			4
recent			1
recently			2
reception			6
recipe			1
reckless			2
recklessly			1
recklessness			3
reckoning			3
reckonings			1
reclaim			1
reclaimed			2
reclining			1
recognisant			1
recognise			4
recognised			5
recognises			2
recognition			2
recoiled			3
recollect			1
recollected			1
recollection			1
recommend			3
recommended			1
recommends			1
recompense			2
recompensed			1
reconcile			2
reconcilement			1
record			6
recorded			4
records			1
recounted			1
recourse			1
recover			2
recovered			13
recovering			3
recovery			2
recrossed			1
recruited			1
recruiting			2
red			52
red-cap			2
red-eyed			1
red-hot			1
reddened			4
reddening			4
redeemed			1
redheads			1
redistribute			1
redistributing			2
redistribution			2
redress			1
reduced			4
redundancy			1
reek			1
refection			1
refer			6
referable			3
reference			7
references			2
referred			9
referring			2
refilled			1
refined			2
refinement			1
refinements			1
reflect			4
reflect--a			1
reflected			4
reflecting			1
reflection			4
reflections			3
reflectively			1
refolded			1
refractory			1
refresh			1
refreshed			2
refreshment			4
refuge			3
refugee			3
refund			10
refusal			1
refuse			4
reg'lar			1
regained			1
regard			2
regarded			6
regarding			4
regards			1
regeneration			2
region			3
regions			3
register			7
registered			5
registers			3
regret			4
regretted			4
regrinding			1
regular			11
regularly			3
regulating			1
rehearsed			1
reigned			1
reigning			1
rein			1
reining			1
reins			1
reiterate			1
reiterated			1
rejection			1
rejoice			1
rejoiced			1
rejoicing			2
rejoinder			2
rejoined			10
rejoining			1
relapse			7
relapses			1
relate			3
relation			1
relations			8
relationship			1
relative			4
relays			1
release			5
released			20
released--congratulating			1
releases			1
releasing			1
relent			1
relenting			2
reliance			4
relics			1
relied			2
relief			8
reliefs			1
relieve			3
relieved			6
relieving			1
religious			4
religiously			1
relinquish			1
relinquished			4
relish			4
relocked			1
reluctance			2
reluctant			3
reluctantly			1
rely			3
relying			1
remain			14
remainder			1
remained			25
remaining			6
remains			4
remark			4
remarkable			19
remarked			8
remarking			3
remarks			2
remedies			2
remedy			4
remember			36
remembered			11
remembering			3
remembrance			10
remembrance--and			1
remembrance--until			1
remembrances			3
reminded			6
reminder			3
remittances			1
remitted			2
remodelled			1
remodelling			1
remonstrance			4
remonstrated			2
remorse			1
remorseless			1
remote			5
remotely			1
removal			3
remove			3
removed			17
removing			2
renamed			1
rend			2
render			5
rendered			14
rendering			3
renew			3
renewal			1
renounce			2
renouncing			1
rent			5
rents			1
renunciation			1
repair			1
reparable			1
repassing			1
repast			3
repay			2
repaying			1
repeat			7
repeated			44
repeating			2
repent			1
repentance			1
repented			1
repeople			1
repetition			5
replace			1
replaced			2
replacement			5
replenished			1
replied			18
reply			8
replying			2
reported			3
reports			1
repose			4
reposed			2
represent			4
representations			2
represented			8
representing			2
represents			1
repressed			4
repressing			1
repression			2
reproach			3
reproachful			3
reproachfully			1
reproaching			1
republic			33
republican			11
republicans			3
repudiated			1
reputation			6
repute			1
request			6
requested			4
require			4
required			13
requirements			4
requiring			2
requisition			2
rescue			1
rescued			1
research			2
resemblance			9
resemble			1
resembles			1
resented			2
resentful			2
reservation			1
reserve			3
reserved			7
reservoirs			1
resided			1
residence			5
resident			1
resides			1
resignation			1
resigned			2
resignedly			1
resigning			1
resin			1
resistance			1
resistless			1
resolute			4
resolute-looking			1
resolutely			2
resolution			5
resolve			2
resolved			12
resonance			1
resort			1
resorted			5
resound			1
resounded			2
resounding			2
resoundingly			1
resource			1
resources			1
respect			13
respectability			1
respectable			7
respected			1
respectfully			2
respectin			4
respecting			4
respective			1
respects			2
respects--as			1
respects--or			1
responded			4
responding			2
response			4
response--dropped			1
responsibility			3
responsible			4
responsive			1
rest			42
rest--along			1
rested			12
resting			6
restless			9
restlessly			2
restlessness			1
restoration			3
restoration--the			1
restorative			1
restoratives			1
restore			5
restored			7
restoring			2
restrain			3
restrained			1
restraining			1
restraint			2
restraints			1
restrictions			1
rests			1
result			6
results			1
resume			1
resumed			12
resuming			4
resumption			1
resurrection			4
resurrection-man			2
retain			1
retained			2
retainer			1
retaken			2
retaliative			1
retarded			1
retention			2
reticule			1
retinue			1
retire			4
retired			8
retirement			1
retorted			6
retraced			1
retreated			3
retreating			2
retreats			1
retribution			1
retributive			2
retrospect			1
retrospectively			1
return			25
return-passage			1
returned			79
returning			4
returns			1
reunited--the			1
reveal			1
revealed			5
revealing			1
reveals			1
revelations			1
revenge			2
revengeful			3
revenue			1
reverence			1
reverently			2
reverse			1
reverse--but			1
reversed			4
reverses			2
reversionary			1
reverted			2
reverting			2
reviewed			1
revival			2
revive			3
revived			1
reviving			1
revolution			8
revolution-fever			1
revolutionary			4
revolved			1
revulsion			2
reward			1
ribbon			5
ribbons			2
rich			9
riches			1
richest			2
rickety			1
rid			1
ride			9
rider			5
rider's			2
riders			2
ridge			3
ridges			2
ridiculous			2
riding			8
riding-cloak			1
riding-coat			3
riding-rods			1
riding-whips			2
rifting			1
right			54
rightly			1
rights			5
ring			7
ringed			1
ringer			1
ringing			11
rings			1
rip			2
ripened			1
ripening			1
ripples			1
rise			7
risen			6
rises			5
rising			26
risings			3
risk			2
river			10
river's			1
river-walls			1
rivers			2
riving			1
road			46
road--assisted			1
road-mender			3
roads			54
roads--the			1
roadside			4
roadway			1
roamed			1
roar			12
roared			1
roaring			1
roast			1
roasting			1
robbed			4
robber			1
robberies			1
robbers			2
robe			2
robed			1
robing-room			1
rock			7
rocked			1
rocking			2
rode			8
roger			4
roll			8
rolled			11
rolling			5
romance			1
rome			5
roof			12
room			79
room-door			1
rooms			23
roosted			1
root			3
root-ivy			1
rooted			3
rooting			1
rope			6
ropes			3
rose			32
roses			1
rosy			1
rot			1
rotten			2
rough			15
roughened			2
roughly			2
roughness			1
rouleau			2
round			65
rounding			1
rounds			2
rouse			1
roused			7
rousing			3
routine			4
row			1
rows			2
royal			5
royalties			2
royalty			5
rub			1
rubbed			3
rubbing			4
rude			2
rudely			1
rue			1
ruffian			1
ruffians			1
ruffle			1
ruffled			1
rugged			3
ruin			3
ruinating			1
ruinating--stark			1
ruined			3
ruinous			2
rule			5
ruled			2
ruler			1
rules			2
rum			2
rumble			1
rumbled			2
rumbling			1
ruminated			1
ruminating			1
rumour			4
rumoured			3
run			14
running			14
running--hiding--doing			1
runs			1
rush			4
rush-candles			1
rushed			8
rushes			2
rushing			3
rust			6
rusted			3
rustic			5
rustle			2
rustled			4
rustling			2
rusty			6
ruthless			1
ruts			1
rye			1
s			2
s/he			1
sabres			2
sack			3
sacked			1
sacred			10
sacrifice			6
sacrificed			2
sacrifices			2
sacristan			1
sad			6
saddened			1
sadder			1
saddle			5
saddles			1
saddling			2
sadly			4
sadness			1
safe			19
safely			2
safest			4
safety			8
sagacious			1
sagacity			3
said			660
sail			3
sailing			1
saint			56
saint's			2
sainte			3
saintly			1
saith			4
sake			23
sake--and			1
sakes			1
sale			1
sallow			3
salt			3
salutation			2
salute			3
saluted			2
samaritans			1
same			79
sample			1
samples			1
samson			4
sanction			1
sanctuaries			1
sanctuary			4
sand			2
sanded			1
sandy			1
sane			1
sang			2
sanguine			1
sank			4
sarcasm			1
sarcastic			1
sardanapalus's			1
sarse			1
sashes			1
sat			99
satellite			1
satisfaction			8
satisfied			7
satisfy			1
saturday			2
sauce			1
saucer			1
saucers			1
saunter			1
sausage-shop			1
savage			2
savages			1
save			27
saved			11
saving			2
saviour			1
savoury			1
saw			85
saw--so			1
sawed			2
sawing			2
sawn			1
sawyer			2
say			164
say:--it			1
saying			26
says			19
scaffold			3
scale			1
scaling			1
scantily			1
scanty			4
scarce			2
scarcely			17
scarcity			1
scarecrows			6
scared			3
scarf			4
scatter			1
scattered			3
scavenger			1
scene			14
scenes			2
scent			1
scents			3
scheme			2
schemes			1
scholar			1
school			3
scientific			3
scoops			1
scorched			1
score			6
scores			5
scorn			2
scorned			1
scornfully			1
scoundrel			2
scoundrels			1
scouring			1
scowling			1
scrags			1
scramble			1
scrambled			2
scrap			5
scrapings			1
scraps			4
scratch			1
scratched			1
scrawl			1
scrawled			2
scream			2
screaming			3
screeched			1
screeching			1
screen			1
screw			1
screwed			1
screwing			1
scripture			1
scrubbed			1
scruple			2
scuffle			1
scuffled			1
sculleries			1
sculptured			1
scum			1
sea			32
sea--the			1
sea-coal			1
sea-sand			1
sea-shore			2
sea.--"like			1
seacoast			1
sealed			1
seamstress			3
search			7
seared			1
season			7
seasons			1
seat			24
seated			14
seats			1
seaward			1
seclusion			1
second			32
second--the			2
second-hand			2
secondly			1
seconds			3
secrecy			4
secret			42
secretary			1
secrete			2
secreted			2
secretly			1
secrets			2
sect			2
section			11
sections			1
secure			4
secured			3
securely			2
security			3
sediment			1
see			198
see--sydney			1
see--worked			1
seed			1
seeds			1
seeing			19
seek			12
seeking			6
seeks			2
seem			14
seemed			59
seeming			4
seems			9
seen			113
seers			1
sees			5
seesaw			1
seine			3
seize			2
seized			7
seizing			1
seldom			6
selection			2
selections			1
self			2
self-abnegating			1
self-appointed			1
self-communing			1
self-conviction			1
self-deceit			1
self-denial			2
self-destruction			1
self-immolations			1
self-possessed			2
self-possession			1
self-reproachful			1
self-same			1
selfish			2
selling			1
selves			1
semblance			1
send			11
sending			3
sensation			3
sense			24
senseless			1
senses			7
sensibilities			1
sensibility			1
sensible			5
sensibly			1
sensitive			2
sensitiveness			1
sensual			1
sensuality			1
sent			16
sentence			7
sentence--had			1
sentenced			1
sentences			1
sentencing			1
sentiment			4
sentimental			1
sentinel			1
separate			8
separated			3
separately			2
separation			3
september			1
sequestrated			1
sequestration			1
serene			5
serf			1
series			2
serious			3
sermon			1
servant			16
servants			3
serve			9
served			5
service			24
serviceable			2
services			2
servility			1
serving			1
sessions			2
set			56
set-off			1
sets			3
setting			12
settle			1
settled			5
settlement			1
settles			1
settling			3
seven			24
seventeen			5
seventy			1
seventy-eight			3
seventy-eighth			1
seventy-five			5
several			21
severe			1
severity			1
sewing			1
sexes			4
sextons			1
shade			5
shaded			3
shades			1
shadow			33
shadows			22
shadowy			2
shady			1
shaft			1
shaggy			3
shaggy-haired			1
shake			6
shaken			6
shakes			1
shaking			18
shall			100
shallow			1
sham			2
shame			1
shameful			3
shamefully			1
shaming			1
shape			7
shaped			1
shapes			3
shaping			1
share			3
shared			3
sharing			3
sharp			11
sharpened			3
sharpening-stone			1
sharpness			1
shattered			2
shave			1
shaved			3
shawl			1
she			458
she'll			1
she--have			1
sheared			1
shed			5
shedding			1
sheep			8
sheep--whom			1
sheer			1
sheets			2
shelter			3
sheltered			2
sheltering			1
shelves			1
shelving			1
shied			1
shield			1
shifted			2
shilling			2
shillings			4
shine			1
shining			15
ship			3
ship's			1
shirt			4
shirt-sleeves			1
shiver			2
shivered			5
shivering--chilled			1
shock			9
shocked			1
shoe			14
shoe--the			1
shoemaker			13
shoemaker's			6
shoemaking			8
shoes			27
shone			10
shook			29
shooter's			3
shop			12
shop-door			1
shop-window			1
shopkeeper			1
shops			7
shore			6
shore--as			1
shore--three			1
short			40
short-sighted			1
shortened			1
shortest			1
shortly			2
shortness			1
shot			9
should			138
shoulder			25
shouldered			6
shouldering			8
shoulders			11
shouldn't			4
shout			2
shouted			1
shouting			3
shouts			2
shoved			1
show			45
showed			25
shower			1
shower-bath			1
showering			1
showers			1
showing			11
shown			10
shown--yet			1
shows			1
shred			1
shredding			1
shrewd			5
shrewsbury			5
shriek			1
shrieked			2
shrieking			2
shrieks			7
shrill			4
shrink			2
shrivelled			4
shrouds			1
shrug			2
shrugging			1
shrugs			1
shudder			3
shuddered			1
shuddering			1
shun			1
shunned			1
shut			21
shuts			1
shutters			2
shutting			3
shy			1
sick			4
sick-bed			1
sickening			1
sickliest			1
sickly			2
sickness			2
side			69
side--perhaps			1
sides			5
sides--like			1
sideways			3
sigh			9
sigh--almost			1
sighed			1
sighing			1
sighs			1
sight			41
sight--except			1
sights			2
sign			10
signal			2
signalling			2
signally			1
signals			3
signature			1
significance			3
significant			1
signified			2
signing			1
signs			7
silence			35
silences			1
silent			19
silently			11
silk			4
silks			1
sill			1
silver			3
similar			14
similarly			6
simple			4
simplicity			1
simply			2
simultaneously			1
sin			2
since			39
since--to			1
sincere			1
sing			1
singing			2
single			17
singly			3
sings			1
singular			6
singular--and			1
sinister			4
sink			1
sinking			3
sinner			1
sins			1
sip			2
sipped			1
sipping			3
sir			99
sir!--and			1
sir--and			1
sister			23
sister's			1
sister-woman			1
sister-women			1
sisterhood			2
sisters			2
sit			9
site			4
sits			2
sitting			19
situation			6
situation--as			1
six			16
sixpence			2
sixth			1
sixties			1
sixty			7
sixty-three			3
sixty-two			1
size			5
skid			1
skies			2
skilful			2
skill			10
skinny			1
skins			2
skirt			1
skirting			1
skirts			1
sky			21
slab			1
slackened			2
slain			3
slake			1
slapping			1
slave			3
slavery			2
slaves			1
sleek			2
sleep			21
sleeper			4
sleeping			5
sleeps			1
sleepy			1
sleeve			2
slender			1
slept			10
sliced			1
slid			2
slight			19
slightest			1
slighting			1
slightly			7
slinking			1
slip			3
slipped			3
slippers			1
sloth			1
slough			1
sloughs			1
slovenly			1
slow			9
slowly			38
slowness			1
slumber			2
slumbering			2
slung			3
slunk			2
sly			1
smacked			1
small			44
smaller			1
smallness			1
smash			2
smear			2
smeared			1
smell			4
smelling			2
smelling-salts			1
smelt			3
smile			24
smiled			3
smiles			1
smiling			5
smilingly			1
smite			2
smith			2
smith's			3
smiths			1
smithy			1
smiting			1
smoke			12
smoke--in			1
smoked			4
smoked-out			1
smokeless			1
smoking			6
smoky			1
smooth			3
smoothed			1
smoother			1
smoothing			2
smoothings			1
smoothly			1
smoothness			1
smote			2
smothered			1
smotherings			1
smouldering			1
smuggler			1
snake-like			1
snap			3
snapping			1
snatched			2
snatches			1
sneak			1
sneaking			1
sneers			1
sneezed			1
snipped			1
snooks			1
snorting			1
snow			6
snowy			1
snuff			4
snuff-box			2
snuffed			1
so			582
so--by			1
so--i			1
so-ho			1
so-ho-then			1
so.--what			1
soared			1
sob			1
sobbed			1
sobbing			1
sober			5
soberer			1
sobriety			1
sobs			1
social			3
society			6
society--in			1
sodden			1
sofa			6
soft			6
soften			3
softened			7
softening			2
softer			2
softly			17
softly-slippered			1
soho			17
soho-square			1
soil			2
soiled			2
soils			1
sold			3
soldier			2
soldier's			1
soldiers			19
soldiery			2
sole			2
solely			1
solemn			10
solemnity			1
solemnly			5
solicit			2
solicitation			1
solicitor			1
solicitor-general			1
solicitude			2
solicitude--had			1
solid			3
soliloquy			1
solitary			15
solitude			5
solomon			24
solve			1
solved			1
solving			1
sombre			3
some			229
somebody			13
somebody's			1
somehow			1
something			57
something--that			1
sometimes			34
somewhat			2
somewhere			9
son			14
son-in-law			4
song			6
song-roaring			1
sonorous			1
sons			2
soon			55
sooner			8
soot			1
soot-begrimed			1
soothed			3
soothing			5
soothingly			2
sorceress			1
sore			1
sorely			2
sores			1
sorrow			7
sorrowful			3
sorrowing			1
sorrows			3
sorry			10
sort			13
sorts			4
sought			8
sought--how			1
soul			18
souls			4
sound			43
sounded			4
sounders			1
sounding			4
soundly			2
soundness			1
sounds			5
soup			1
sour			1
source			1
sources			1
soured			1
souring			1
south			8
southcott			1
southern			2
sow			2
sown			1
sown--as			1
space			11
spaces			1
spade			2
span			1
spare			14
spared			2
spared--by			1
sparing			1
spark			1
sparkled			3
sparkling			1
sparks			5
sparrows			1
spat			1
speak			59
speaker			5
speaker's			1
speaking			17
speaks			2
spear			1
spears			1
special			6
specially			2
species			3
specific			1
specified			2
specimens			1
speck			1
speckled			1
specks			1
spectacle			6
spectacles			2
spectacularly			1
spectators			9
spectral			4
spectre			6
speculate			3
speculating			1
speech			7
speed			5
speeding			1
speedy			1
spell			1
spells			1
spelt			1
spencer			1
spend			1
spending			1
spent			3
sphere			1
spi--i--ies			1
spi--ies			1
spies			12
spiked			2
spikes			3
spiky			4
spile			2
spilled			3
spilt			2
spin			2
spinning			1
spires			1
spirit			15
spirited			1
spirits			10
spiritual			2
spite			4
spittoon			1
splashed			1
splashing			2
splendour			1
splinter			1
split			2
splits			1
spluttered			1
spoiling			1
spoils			2
spoilt			2
spoke			40
spoken			29
spoken--distinctly			1
spoon			1
sport			2
sport--a			1
sports			1
spot			19
spot--had			1
spot--thereby			1
spots			1
sprang			2
spray			2
spread			2
spreading			2
sprig			1
spring			5
springing			3
sprinkled			3
sprinkling			1
sprites			1
sprung			2
spun			5
spurning			1
spurring			2
sputtering			1
spy			59
spy--witness			1
squalid			2
squalor			1
square			3
squares			1
squaring			4
squashing			1
squeeze			2
squeezed			6
squeezing			2
st			7
stable			3
stable-yard			1
stables			3
stabs			1
stack			1
staff			2
stage			3
staggering			1
staid			2
stain			7
stained			7
staining			1
stair			3
staircase			22
staircase--left			1
staircases			2
stairs			12
stake			4
stakes			1
stalwart			1
stammered			1
stamped			1
stamping			2
stand			18
standard			2
standing			27
standing--for			1
stands			7
star			1
stare			5
stared			10
starers			1
staring			13
starlight			2
stars			5
start			12
started			17
starting			4
startled			4
starved			5
starving			2
state			56
state's			1
state-projector			1
stated			3
stateliness			1
stately			2
statement			2
statements			2
states			15
states--as			1
stating			2
station			7
station--though			1
stationed			4
statue			1
statues			1
stature			3
status			4
staunch			1
staves			2
stay			7
stayed			4
staying			1
stead			3
steadfastly			4
steadfastness			1
steadily			12
steady			16
stealing			2
stealth			1
stealthily			1
steamed			2
steaming			3
steel			3
steeling			1
steep			6
steeped			4
steeper			1
steepest			1
steeping			1
steeple			1
steepness			1
steering			1
stem			1
stench			1
step			13
stepped			7
steps			24
stern			3
sterner			1
sternly			4
stew			1
stick			3
sticking			3
stiff			5
stiffening			1
stifled			2
still			100
stillness			8
stillness--the			1
stilton			1
stimulate			1
stimulating			1
stinking			1
stint			2
stipulations			2
stir			5
stirred			5
stirring			1
stitches			1
stock			9
stockades			1
stockinged			1
stockings			4
stole			1
stolen			1
stolid			2
stomachs			2
stone			50
stones			21
stony			4
stood			92
stool			13
stooped			8
stooping			7
stop			18
stop!--look			1
stoppage			1
stoppages			1
stopped			62
stoppers			1
stopping			9
stops			1
store			1
stored			2
stores			3
stories			1
storm			15
stormed			1
storms--emblem			1
stormy			2
story			22
stout			3
stowed			1
straggling			1
straight			29
straightforward			1
straightway			1
strain			3
strained			5
straining			2
strait			1
strand			1
strange			23
strange"--said			1
strange--now			1
strangely			2
stranger			13
strangers			1
strangest			1
strangled			1
strap			2
straw			20
stray			2
strayed			3
straying			2
streak			1
streaks			1
stream			4
stream--saving			1
streaming			3
streams			3
street			49
street--when			1
street-corner			2
street-stones			1
streets			75
streets--much			1
strength			12
strengthen			2
strengthened			2
stress			4
stretch			2
stretched			6
stretching			1
strew			1
strewn			1
stricken			1
strict			4
striding			1
strife			1
strike			15
strikes			2
striking			13
strikingly			2
string			5
stringing			1
strings			1
strip			1
stripped			2
strips			1
striven			1
striving			4
strivings			1
stroke			3
stroll			1
strolled			1
strolling			1
strong			63
strong-rooms			2
stronger			8
strongest			2
strongly			12
strove			2
struck			52
structure			2
struggle			11
struggled			6
struggles			1
struggling			1
strung			1
stryver			103
stryver's			5
stuart			1
stubble			1
stubbornness			1
stuck			3
student			1
student's			1
student-quarter			1
studied			2
studious			4
study			2
studying			1
stuff			1
stuffed			1
stumbled			2
stumbling			1
stung			1
stunned			1
stupefied			1
stupidly			2
stupor			1
style			1
subdued			7
subject			16
subjects			3
sublime			3
sublimer			1
submerged			1
